.entry _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_2,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_4,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_7
)
{
.reg .pred %p<101>;
.reg .b16 %rs<85>;
.reg .f32 %f<1105>;
.reg .b32 %r<5230>;
.reg .b64 %rd<421>;

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs[16384];

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds[2048];

ld.param.u64 %rd38, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0];
ld.param.u64 %rd39, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1];
ld.param.u32 %r88, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3];
ld.param.u32 %r85, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5];
ld.param.u32 %r86, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6];
mul.lo.s64 %rd116, %rd115, 22;
add.s64 %rd117, %rd43, %rd116;
add.s64 %rd118, %rd117, %rd41;
ld.global.nc.u16 %rs65, [%rd118+6];
ld.global.nc.u16 %rs66, [%rd118+8];
mov.b32 %r703, {%rs65, %rs66};
ld.global.nc.u16 %rs67, [%rd117+2];
ld.global.nc.u16 %rs68, [%rd117+4];
mov.b32 %r704, {%rs67, %rs68};
shr.s32 %r705, %r704, %r281;
and.b32 %r706, %r703, 252645135;
shl.b32 %r707, %r705, 4;
and.b32 %r708, %r707, 16;
or.b32 %r709, %r708, %r706;
shl.b32 %r710, %r705, 11;
and.b32 %r711, %r710, 4096;
or.b32 %r712, %r709, %r711;
shl.b32 %r713, %r705, 18;
and.b32 %r714, %r713, 1048576;
or.b32 %r715, %r712, %r714;
shl.b32 %r716, %r705, 25;
and.b32 %r717, %r716, 268435456;
or.b32 %r256, %r715, %r717;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r256; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r255,r; 
}

	st.shared.u32 [%r339+13520], %r255;
shr.u32 %r718, %r703, 4;
and.b32 %r719, %r718, 252645135;
shr.u32 %r720, %r705, 12;
and.b32 %r721, %r720, 16;
or.b32 %r722, %r721, %r719;
shr.u32 %r723, %r705, 5;
and.b32 %r724, %r723, 4096;
or.b32 %r725, %r722, %r724;
shl.b32 %r726, %r705, 2;
and.b32 %r727, %r726, 1048576;
or.b32 %r728, %r725, %r727;
shl.b32 %r729, %r705, 9;
and.b32 %r730, %r729, 268435456;
or.b32 %r259, %r728, %r730;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r259; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r258,r; 
}

	st.shared.u32 [%r339+13524], %r258;
add.s32 %r731, %r702, %r353;
cvt.s64.s32 %rd119, %r731;
add.s64 %rd120, %rd48, %rd119;
mul.lo.s64 %rd121, %rd120, 22;
add.s64 %rd122, %rd43, %rd121;
add.s64 %rd123, %rd122, %rd41;
ld.global.nc.u16 %rs69, [%rd123+6];
ld.global.nc.u16 %rs70, [%rd123+8];
mov.b32 %r732, {%rs69, %rs70};
ld.global.nc.u16 %rs71, [%rd122+2];
ld.global.nc.u16 %rs72, [%rd122+4];
mov.b32 %r733, {%rs71, %rs72};
shr.s32 %r734, %r733, %r281;
and.b32 %r735, %r732, 252645135;
shl.b32 %r736, %r734, 4;
and.b32 %r737, %r736, 16;
or.b32 %r738, %r737, %r735;
shl.b32 %r739, %r734, 11;
and.b32 %r740, %r739, 4096;
or.b32 %r741, %r738, %r740;
shl.b32 %r742, %r734, 18;
and.b32 %r743, %r742, 1048576;
or.b32 %r744, %r741, %r743;
shl.b32 %r745, %r734, 25;
and.b32 %r746, %r745, 268435456;
or.b32 %r262, %r744, %r746;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r262; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r261,r; 
}

	st.shared.u32 [%r339+14560], %r261;
shr.u32 %r747, %r732, 4;
and.b32 %r748, %r747, 252645135;
shr.u32 %r749, %r734, 12;
and.b32 %r750, %r749, 16;
or.b32 %r751, %r750, %r748;
shr.u32 %r752, %r734, 5;
and.b32 %r753, %r752, 4096;
or.b32 %r754, %r751, %r753;
shl.b32 %r755, %r734, 2;
and.b32 %r756, %r755, 1048576;
or.b32 %r757, %r754, %r756;
shl.b32 %r758, %r734, 9;
and.b32 %r759, %r758, 268435456;
or.b32 %r265, %r757, %r759;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r265; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r264,r; 
}

	st.shared.u32 [%r339+14564], %r264;
add.s32 %r760, %r731, %r353;
cvt.s64.s32 %rd124, %r760;
add.s64 %rd125, %rd48, %rd124;
mul.lo.s64 %rd126, %rd125, 22;
add.s64 %rd127, %rd43, %rd126;
add.s64 %rd128, %rd127, %rd41;
ld.global.nc.u16 %rs73, [%rd128+6];
ld.global.nc.u16 %rs74, [%rd128+8];
mov.b32 %r761, {%rs73, %rs74};
ld.global.nc.u16 %rs75, [%rd127+2];
ld.global.nc.u16 %rs76, [%rd127+4];
mov.b32 %r762, {%rs75, %rs76};
shr.s32 %r763, %r762, %r281;
and.b32 %r764, %r761, 252645135;
shl.b32 %r765, %r763, 4;
and.b32 %r766, %r765, 16;
or.b32 %r767, %r766, %r764;
shl.b32 %r768, %r763, 11;
and.b32 %r769, %r768, 4096;
or.b32 %r770, %r767, %r769;
shl.b32 %r771, %r763, 18;
and.b32 %r772, %r771, 1048576;
or.b32 %r773, %r770, %r772;
shl.b32 %r774, %r763, 25;
and.b32 %r775, %r774, 268435456;
or.b32 %r268, %r773, %r775;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r268; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r267,r; 
}

	st.shared.u32 [%r339+15600], %r267;
shr.u32 %r776, %r761, 4;
and.b32 %r777, %r776, 252645135;
shr.u32 %r778, %r763, 12;
and.b32 %r779, %r778, 16;
or.b32 %r780, %r779, %r777;
shr.u32 %r781, %r763, 5;
and.b32 %r782, %r781, 4096;
or.b32 %r783, %r780, %r782;
shl.b32 %r784, %r763, 2;
and.b32 %r785, %r784, 1048576;
or.b32 %r786, %r783, %r785;
shl.b32 %r787, %r763, 9;
and.b32 %r788, %r787, 268435456;
or.b32 %r271, %r786, %r788;

	{ 
.reg .u32 a,b,r,s,t,u,v,w; 
mov.b32 a,%r271; 
mov.b32 b,%r272; 
not.b32 u,b; 
xor.b32 s,u,a; 
or.b32 r,a,0x80808080;
and.b32 t,b,0x7f7f7f7f;
sub.u32 r,r,t; 
xor.b32 t,r,a; 
not.b32 u,s; 
and.b32 s,s,0x80808080;
xor.b32 r,r,s; 
and.b32 t,t,u; 
prmt.b32 s,a,0,0xba98; 
xor.b32 s,s,0x7f7f7f7f;
prmt.b32 t,t,0,0xba98; 
and.b32 s,s,t; 
not.b32 t,t; 
and.b32 r,r,t; 
or.b32 r,r,s; 
mov.b32 %r270,r; 
}

	st.shared.u32 [%r339+15604], %r270;
cvt.u64.u32 %rd129, %r288;
add.s64 %rd130, %rd46, %rd129;
mul.lo.s32 %r789, %r285, %r1;
cvt.s64.s32 %rd131, %r789;
add.s64 %rd132, %rd130, %rd131;
mul.lo.s64 %rd133, %rd132, 22;
add.s64 %rd134, %rd43, %rd133;
ld.global.nc.u16 %rs1, [%rd134];

	{ cvt.f32.f16 %f513, %rs1;}


	st.shared.f32 [%r314], %f513;
shl.b32 %r790, %r1, 4;
add.s32 %r791, %r789, %r790;
cvt.s64.s32 %rd135, %r791;
add.s64 %rd136, %rd130, %rd135;
mul.lo.s64 %rd137, %rd136, 22;
add.s64 %rd138, %rd43, %rd137;
ld.global.nc.u16 %rs2, [%rd138];

	{ cvt.f32.f16 %f514, %rs2;}


	st.shared.f32 [%r308], %f514;
add.s32 %r792, %r791, %r790;
cvt.s64.s32 %rd139, %r792;
add.s64 %rd140, %rd130, %rd139;
mul.lo.s64 %rd141, %rd140, 22;
add.s64 %rd142, %rd43, %rd141;
ld.global.nc.u16 %rs3, [%rd142];

	{ cvt.f32.f16 %f515, %rs3;}


	st.shared.f32 [%r301], %f515;
add.s32 %r793, %r792, %r790;
cvt.s64.s32 %rd143, %r793;
add.s64 %rd144, %rd130, %rd143;
mul.lo.s64 %rd145, %rd144, 22;
add.s64 %rd146, %rd43, %rd145;
ld.global.nc.u16 %rs4, [%rd146];

	{ cvt.f32.f16 %f516, %rs4;}


	st.shared.f32 [%r294], %f516;
add.s32 %r794, %r5227, %r279;
add.s32 %r795, %r282, %r5227;
add.s32 %r796, %r795, %r2;
and.b32 %r797, %r280, 28;
cvt.u64.u32 %rd147, %r797;
mul.wide.s32 %rd148, %r796, 36;
add.s64 %rd149, %rd42, %rd148;
add.s64 %rd150, %rd149, %rd147;
ld.global.nc.u32 %r798, [%rd150+4];
shl.b32 %r799, %r99, 5;
add.s32 %r800, %r799, %r100;
shl.b32 %r801, %r800, 2;
mov.u32 %r802, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs;
add.s32 %r803, %r802, %r801;
st.shared.u32 [%r803], %r798;
add.s32 %r804, %r795, %r3;
mul.wide.s32 %rd151, %r804, 36;
add.s64 %rd152, %rd42, %rd151;
add.s64 %rd153, %rd152, %rd147;
ld.global.nc.u32 %r805, [%rd153+4];
st.shared.u32 [%r803+512], %r805;
add.s32 %r806, %r795, %r4;
mul.wide.s32 %rd154, %r806, 36;
add.s64 %rd155, %rd42, %rd154;
add.s64 %rd156, %rd155, %rd147;
ld.global.nc.u32 %r807, [%rd156+4];
st.shared.u32 [%r803+1024], %r807;
add.s32 %r808, %r795, %r5;
mul.wide.s32 %rd157, %r808, 36;
add.s64 %rd158, %rd42, %rd157;
add.s64 %rd159, %rd158, %rd147;
ld.global.nc.u32 %r809, [%rd159+4];
st.shared.u32 [%r803+1536], %r809;
add.s32 %r810, %r795, %r6;
mul.wide.s32 %rd160, %r810, 36;
add.s64 %rd161, %rd42, %rd160;
add.s64 %rd162, %rd161, %rd147;
ld.global.nc.u32 %r811, [%rd162+4];
st.shared.u32 [%r803+2048], %r811;
add.s32 %r812, %r795, %r7;
mul.wide.s32 %rd163, %r812, 36;
add.s64 %rd164, %rd42, %rd163;
add.s64 %rd165, %rd164, %rd147;
ld.global.nc.u32 %r813, [%rd165+4];
st.shared.u32 [%r803+2560], %r813;
add.s32 %r814, %r795, %r8;
mul.wide.s32 %rd166, %r814, 36;
add.s64 %rd167, %rd42, %rd166;
add.s64 %rd168, %rd167, %rd147;
ld.global.nc.u32 %r815, [%rd168+4];
st.shared.u32 [%r803+3072], %r815;
add.s32 %r816, %r795, %r9;
mul.wide.s32 %rd169, %r816, 36;
add.s64 %rd170, %rd42, %rd169;
add.s64 %rd171, %rd170, %rd147;
ld.global.nc.u32 %r817, [%rd171+4];
st.shared.u32 [%r803+3584], %r817;
add.s32 %r818, %r795, %r10;
mul.wide.s32 %rd172, %r818, 36;
add.s64 %rd173, %rd42, %rd172;
add.s64 %rd174, %rd173, %rd147;
ld.global.nc.u32 %r819, [%rd174+4];
st.shared.u32 [%r803+4096], %r819;
add.s32 %r820, %r795, %r11;
mul.wide.s32 %rd175, %r820, 36;
add.s64 %rd176, %rd42, %rd175;
add.s64 %rd177, %rd176, %rd147;
ld.global.nc.u32 %r821, [%rd177+4];
st.shared.u32 [%r803+4608], %r821;
add.s32 %r822, %r795, %r12;
mul.wide.s32 %rd178, %r822, 36;
add.s64 %rd179, %rd42, %rd178;
add.s64 %rd180, %rd179, %rd147;
ld.global.nc.u32 %r823, [%rd180+4];
st.shared.u32 [%r803+5120], %r823;
add.s32 %r824, %r795, %r13;
mul.wide.s32 %rd181, %r824, 36;
add.s64 %rd182, %rd42, %rd181;
add.s64 %rd183, %rd182, %rd147;
ld.global.nc.u32 %r825, [%rd183+4];
st.shared.u32 [%r803+5632], %r825;
add.s32 %r826, %r795, %r14;
mul.wide.s32 %rd184, %r826, 36;
add.s64 %rd185, %rd42, %rd184;
add.s64 %rd186, %rd185, %rd147;
ld.global.nc.u32 %r827, [%rd186+4];
st.shared.u32 [%r803+6144], %r827;
add.s32 %r828, %r795, %r15;
mul.wide.s32 %rd187, %r828, 36;
add.s64 %rd188, %rd42, %rd187;
add.s64 %rd189, %rd188, %rd147;
ld.global.nc.u32 %r829, [%rd189+4];
st.shared.u32 [%r803+6656], %r829;
add.s32 %r830, %r795, %r16;
mul.wide.s32 %rd190, %r830, 36;
add.s64 %rd191, %rd42, %rd190;
add.s64 %rd192, %rd191, %rd147;
ld.global.nc.u32 %r831, [%rd192+4];
st.shared.u32 [%r803+7168], %r831;
add.s32 %r832, %r795, %r17;
mul.wide.s32 %rd193, %r832, 36;
add.s64 %rd194, %rd42, %rd193;
add.s64 %rd195, %rd194, %rd147;
ld.global.nc.u32 %r833, [%rd195+4];
st.shared.u32 [%r803+7680], %r833;
add.s32 %r834, %r795, %r18;
mul.wide.s32 %rd196, %r834, 36;
add.s64 %rd197, %rd42, %rd196;
add.s64 %rd198, %rd197, %rd147;
ld.global.nc.u32 %r835, [%rd198+4];
st.shared.u32 [%r803+8192], %r835;
add.s32 %r836, %r795, %r19;
mul.wide.s32 %rd199, %r836, 36;
add.s64 %rd200, %rd42, %rd199;
add.s64 %rd201, %rd200, %rd147;
ld.global.nc.u32 %r837, [%rd201+4];
st.shared.u32 [%r803+8704], %r837;
add.s32 %r838, %r795, %r20;
mul.wide.s32 %rd202, %r838, 36;
add.s64 %rd203, %rd42, %rd202;
add.s64 %rd204, %rd203, %rd147;
ld.global.nc.u32 %r839, [%rd204+4];
st.shared.u32 [%r803+9216], %r839;
add.s32 %r840, %r795, %r21;
mul.wide.s32 %rd205, %r840, 36;
add.s64 %rd206, %rd42, %rd205;
add.s64 %rd207, %rd206, %rd147;
ld.global.nc.u32 %r841, [%rd207+4];
st.shared.u32 [%r803+9728], %r841;
add.s32 %r842, %r795, %r22;
mul.wide.s32 %rd208, %r842, 36;
add.s64 %rd209, %rd42, %rd208;
add.s64 %rd210, %rd209, %rd147;
ld.global.nc.u32 %r843, [%rd210+4];
st.shared.u32 [%r803+10240], %r843;
add.s32 %r844, %r795, %r23;
mul.wide.s32 %rd211, %r844, 36;
add.s64 %rd212, %rd42, %rd211;
add.s64 %rd213, %rd212, %rd147;
ld.global.nc.u32 %r845, [%rd213+4];
st.shared.u32 [%r803+10752], %r845;
add.s32 %r846, %r795, %r24;
mul.wide.s32 %rd214, %r846, 36;
add.s64 %rd215, %rd42, %rd214;
add.s64 %rd216, %rd215, %rd147;
ld.global.nc.u32 %r847, [%rd216+4];
st.shared.u32 [%r803+11264], %r847;
add.s32 %r848, %r795, %r25;
mul.wide.s32 %rd217, %r848, 36;
add.s64 %rd218, %rd42, %rd217;
add.s64 %rd219, %rd218, %rd147;
ld.global.nc.u32 %r849, [%rd219+4];
st.shared.u32 [%r803+11776], %r849;
add.s32 %r850, %r795, %r26;
mul.wide.s32 %rd220, %r850, 36;
add.s64 %rd221, %rd42, %rd220;
add.s64 %rd222, %rd221, %rd147;
ld.global.nc.u32 %r851, [%rd222+4];
st.shared.u32 [%r803+12288], %r851;
add.s32 %r852, %r795, %r27;
mul.wide.s32 %rd223, %r852, 36;
add.s64 %rd224, %rd42, %rd223;
add.s64 %rd225, %rd224, %rd147;
ld.global.nc.u32 %r853, [%rd225+4];
st.shared.u32 [%r803+12800], %r853;
add.s32 %r854, %r795, %r28;
mul.wide.s32 %rd226, %r854, 36;
add.s64 %rd227, %rd42, %rd226;
add.s64 %rd228, %rd227, %rd147;
ld.global.nc.u32 %r855, [%rd228+4];
st.shared.u32 [%r803+13312], %r855;
add.s32 %r856, %r795, %r29;
mul.wide.s32 %rd229, %r856, 36;
add.s64 %rd230, %rd42, %rd229;
add.s64 %rd231, %rd230, %rd147;
ld.global.nc.u32 %r857, [%rd231+4];
st.shared.u32 [%r803+13824], %r857;
add.s32 %r858, %r795, %r30;
mul.wide.s32 %rd232, %r858, 36;
add.s64 %rd233, %rd42, %rd232;
add.s64 %rd234, %rd233, %rd147;
ld.global.nc.u32 %r859, [%rd234+4];
st.shared.u32 [%r803+14336], %r859;
add.s32 %r860, %r795, %r31;
mul.wide.s32 %rd235, %r860, 36;
add.s64 %rd236, %rd42, %rd235;
add.s64 %rd237, %rd236, %rd147;
ld.global.nc.u32 %r861, [%rd237+4];
st.shared.u32 [%r803+14848], %r861;
add.s32 %r862, %r795, %r32;
mul.wide.s32 %rd238, %r862, 36;
add.s64 %rd239, %rd42, %rd238;
add.s64 %rd240, %rd239, %rd147;
ld.global.nc.u32 %r863, [%rd240+4];
st.shared.u32 [%r803+15360], %r863;
add.s32 %r864, %r795, %r33;
mul.wide.s32 %rd241, %r864, 36;
add.s64 %rd242, %rd42, %rd241;
add.s64 %rd243, %rd242, %rd147;
ld.global.nc.u32 %r865, [%rd243+4];
st.shared.u32 [%r803+15872], %r865;
add.s32 %r866, %r794, %r34;
mul.wide.s32 %rd244, %r866, 36;
add.s64 %rd1, %rd42, %rd244;
ld.global.nc.u32 %r273, [%rd1];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r273;
mov.b16 %rs5, low;}

	
	{ cvt.f32.f16 %f517, %rs5;}


	bfi.b32 %r869, %r103, %r279, 2, 30;
shl.b32 %r870, %r869, 2;
mov.u32 %r871, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds;
add.s32 %r872, %r871, %r870;
st.shared.f32 [%r872], %f517;
add.s32 %r873, %r794, %r35;
mul.wide.s32 %rd245, %r873, 36;
add.s64 %rd2, %rd42, %rd245;
ld.global.nc.u32 %r274, [%rd2];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r274;
mov.b16 %rs7, low;}

	
	{ cvt.f32.f16 %f518, %rs7;}


	st.shared.f32 [%r872+512], %f518;
add.s32 %r874, %r794, %r36;
mul.wide.s32 %rd246, %r874, 36;
add.s64 %rd3, %rd42, %rd246;
ld.global.nc.u32 %r275, [%rd3];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r275;
mov.b16 %rs9, low;}

	
	{ cvt.f32.f16 %f519, %rs9;}


	st.shared.f32 [%r872+1024], %f519;
add.s32 %r875, %r794, %r37;
mul.wide.s32 %rd247, %r875, 36;
add.s64 %rd4, %rd42, %rd247;
ld.global.nc.u32 %r276, [%rd4];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r276;
mov.b16 %rs11, low;}

	
	{ cvt.f32.f16 %f520, %rs11;}


	st.shared.f32 [%r872+1536], %f520;
bar.sync 0;
mov.u32 %r5228, %r92;

$L__BB45_4:
mov.u32 %r5218, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a619allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S2_S2_E9tile_x_ql;
mov.u32 %r5217, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a619allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S2_S2_E8tile_x_d;
mov.u32 %r5216, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs;
shl.b32 %r5215, %r99, 5;
mov.u32 %r5214, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds;
shr.u32 %r2926, %r5228, 2;
and.b32 %r2927, %r2926, 3;
bfi.b32 %r2929, %r99, %r2927, 2, 30;
shl.b32 %r2930, %r2929, 2;
add.s32 %r2932, %r5214, %r2930;
add.s32 %r2933, %r101, %r2926;
shl.b32 %r2934, %r5228, 1;
and.b32 %r2935, %r2934, 24;
or.b32 %r2937, %r2935, %r5215;
shl.b32 %r2938, %r2937, 2;
add.s32 %r2940, %r5216, %r2938;
ld.shared.u32 %r878, [%r2940];
mov.u32 %r2895, 0;
ld.shared.u32 %r882, [%r2940+16];
ld.shared.u32 %r886, [%r2940+4];
ld.shared.u32 %r890, [%r2940+20];
ld.shared.u32 %r894, [%r2940+8];
ld.shared.u32 %r898, [%r2940+24];
ld.shared.u32 %r902, [%r2940+12];
ld.shared.u32 %r906, [%r2940+28];
shl.b32 %r2941, %r100, 3;
add.s32 %r2942, %r2933, %r2941;
mad.lo.s32 %r2943, %r100, 65, %r2934;
shl.b32 %r2944, %r2942, 2;
add.s32 %r2946, %r5217, %r2944;
shl.b32 %r2947, %r2943, 2;
add.s32 %r2949, %r5218, %r2947;
ld.shared.u32 %r877, [%r2949];

	dp4a.s32.s32 %r876, %r877, %r878, %r2895;

	ld.shared.u32 %r2865, [%r2949+4];

	dp4a.s32.s32 %r880, %r2865, %r882, %r876;

	ld.shared.u32 %r2869, [%r2949+8];

	dp4a.s32.s32 %r884, %r2869, %r886, %r880;

	ld.shared.u32 %r2873, [%r2949+12];

	dp4a.s32.s32 %r888, %r2873, %r890, %r884;

	ld.shared.u32 %r2877, [%r2949+16];

	dp4a.s32.s32 %r892, %r2877, %r894, %r888;

	ld.shared.u32 %r2881, [%r2949+20];

	dp4a.s32.s32 %r896, %r2881, %r898, %r892;

	ld.shared.u32 %r2885, [%r2949+24];

	dp4a.s32.s32 %r900, %r2885, %r902, %r896;

	ld.shared.u32 %r2889, [%r2949+28];

	dp4a.s32.s32 %r904, %r2889, %r906, %r900;

	ld.shared.f32 %f521, [%r2932];
ld.shared.f32 %f522, [%r2946];
